Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
myosin_binder_2fxo_2_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347070-myosin_binder_2fxo_2_hotspot_1,5,1,-6.6 +/- 3.7,12,5.2 +/- 0.4,-46.4 +/- 3.3,-237.0 +/- 26.5,11.0 +/- 1.9,761.8 +/- 51.5,1738.9 +/- 60.0,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_1_cluster1.pdb
myosin_binder_2fxo_2_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347070-myosin_binder_2fxo_2_hotspot_1,9,2,0.3 +/- 8.6,5,11.1 +/- 0.2,-54.4 +/- 5.2,-179.3 +/- 22.4,7.9 +/- 1.4,826.5 +/- 80.0,1664.6 +/- 44.8,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_1_cluster2.pdb
myosin_binder_2fxo_2_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347070-myosin_binder_2fxo_2_hotspot_1,3,3,1.1 +/- 3.4,15,15.4 +/- 0.2,-57.0 +/- 11.7,-142.7 +/- 25.0,12.5 +/- 2.8,741.5 +/- 147.2,1774.0 +/- 155.1,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_1_cluster3.pdb
myosin_binder_2fxo_2_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347070-myosin_binder_2fxo_2_hotspot_1,1,4,7.2 +/- 5.9,21,15.7 +/- 0.2,-50.4 +/- 4.1,-142.6 +/- 22.3,9.5 +/- 7.5,766.7 +/- 80.8,1812.5 +/- 162.6,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_1_cluster4.pdb
myosin_binder_2fxo_2_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347070-myosin_binder_2fxo_2_hotspot_1,12,5,19.7 +/- 5.2,4,5.6 +/- 0.4,-49.6 +/- 7.5,-104.4 +/- 66.3,9.7 +/- 3.2,804.8 +/- 46.5,1647.1 +/- 24.5,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_1_cluster5.pdb
myosin_binder_rabbit_0to100_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347071-myosin_binder_rabbit_0to100_hotspot_1,1,0,-45.9 +/- 3.5,34,0.6 +/- 0.4,-44.7 +/- 6.2,-302.4 +/- 6.5,11.7 +/- 1.1,475.8 +/- 63.2,1755.8 +/- 133.8,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_1_cluster0.pdb
myosin_binder_rabbit_0to100_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347071-myosin_binder_rabbit_0to100_hotspot_1,2,1,-38.4 +/- 3.8,30,8.5 +/- 0.0,-46.2 +/- 4.6,-283.8 +/- 32.6,13.1 +/- 1.7,514.8 +/- 76.3,1740.1 +/- 38.2,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_1_cluster1.pdb
myosin_binder_rabbit_0to100_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347071-myosin_binder_rabbit_0to100_hotspot_1,3,2,-31.5 +/- 2.5,15,13.3 +/- 0.3,-53.6 +/- 1.3,-179.3 +/- 20.5,7.1 +/- 3.4,508.0 +/- 55.9,1793.6 +/- 85.7,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_1_cluster2.pdb
myosin_binder_rabbit_0to100_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347071-myosin_binder_rabbit_0to100_hotspot_1,5,3,-22.6 +/- 10.1,8,2.5 +/- 0.2,-44.0 +/- 4.2,-184.0 +/- 39.8,11.4 +/- 1.3,467.7 +/- 78.5,1722.1 +/- 99.8,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_1_cluster3.pdb
myosin_binder_rabbit_0to100_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347071-myosin_binder_rabbit_0to100_hotspot_1,11,4,-20.0 +/- 10.2,5,15.9 +/- 0.1,-46.8 +/- 5.6,-172.2 +/- 29.7,5.3 +/- 4.0,559.2 +/- 61.6,1739.5 +/- 49.7,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_1_cluster4.pdb
myosin_binder_rabbit_0to100_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347071-myosin_binder_rabbit_0to100_hotspot_1,4,5,-18.5 +/- 8.9,11,9.3 +/- 0.4,-46.9 +/- 7.0,-174.6 +/- 44.0,5.6 +/- 3.1,576.6 +/- 73.3,1614.1 +/- 55.5,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_1_cluster5.pdb
myosin_binder_rabbit_50to150_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347072-myosin_binder_rabbit_50to150_hotspot_1,1,0,-41.0 +/- 2.9,37,14.0 +/- 0.0,-32.4 +/- 3.5,-356.1 +/- 23.2,14.5 +/- 0.6,480.4 +/- 19.1,1653.8 +/- 63.4,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_1_cluster0.pdb
myosin_binder_rabbit_50to150_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347072-myosin_binder_rabbit_50to150_hotspot_1,2,1,-37.9 +/- 4.7,31,16.3 +/- 0.0,-28.0 +/- 3.9,-417.4 +/- 32.2,16.5 +/- 3.5,571.0 +/- 43.0,1624.5 +/- 18.1,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_1_cluster1.pdb
myosin_binder_rabbit_50to150_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347072-myosin_binder_rabbit_50to150_hotspot_1,3,2,-35.4 +/- 3.6,15,13.8 +/- 0.2,-49.7 +/- 4.1,-247.4 +/- 26.9,11.5 +/- 0.9,523.0 +/- 42.6,1683.5 +/- 47.8,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_1_cluster2.pdb
myosin_binder_rabbit_50to150_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347072-myosin_binder_rabbit_50to150_hotspot_1,10,3,-32.9 +/- 8.5,5,16.2 +/- 0.1,-36.1 +/- 3.5,-351.4 +/- 23.4,16.3 +/- 3.7,571.1 +/- 30.1,1524.7 +/- 54.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_1_cluster3.pdb
myosin_binder_rabbit_50to150_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347072-myosin_binder_rabbit_50to150_hotspot_1,4,4,-30.1 +/- 5.8,13,11.6 +/- 0.4,-30.9 +/- 8.1,-367.3 +/- 116.4,9.1 +/- 2.9,651.4 +/- 100.3,1571.7 +/- 81.3,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_1_cluster4.pdb
myosin_binder_rabbit_50to150_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347072-myosin_binder_rabbit_50to150_hotspot_1,7,5,-25.4 +/- 4.2,9,14.1 +/- 0.1,-40.5 +/- 2.4,-293.5 +/- 36.9,12.5 +/- 2.9,613.9 +/- 29.0,1591.3 +/- 126.9,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_1_cluster5.pdb
myosin_binder_rabbit_100to200_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347073-myosin_binder_rabbit_100to200_hotspot_1,1,0,-43.6 +/- 2.1,46,11.9 +/- 0.3,-53.0 +/- 5.0,-203.4 +/- 34.3,3.5 +/- 1.7,465.6 +/- 26.1,1805.1 +/- 56.2,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_1_cluster0.pdb
myosin_binder_rabbit_100to200_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347073-myosin_binder_rabbit_100to200_hotspot_1,2,1,-42.3 +/- 3.3,41,14.4 +/- 0.3,-46.3 +/- 7.5,-254.5 +/- 45.0,3.5 +/- 4.2,513.2 +/- 14.5,1836.7 +/- 89.1,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_1_cluster1.pdb
myosin_binder_rabbit_100to200_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347073-myosin_binder_rabbit_100to200_hotspot_1,3,2,-27.0 +/- 10.8,22,5.3 +/- 0.3,-35.5 +/- 7.4,-310.5 +/- 22.1,2.4 +/- 2.3,682.8 +/- 74.6,1677.2 +/- 100.3,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_1_cluster2.pdb
myosin_binder_rabbit_100to200_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347073-myosin_binder_rabbit_100to200_hotspot_1,8,3,-20.9 +/- 14.8,4,8.0 +/- 0.8,-47.6 +/- 9.0,-256.4 +/- 40.5,5.0 +/- 3.8,729.6 +/- 85.8,1707.2 +/- 77.5,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_1_cluster3.pdb
myosin_binder_rabbit_100to200_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347073-myosin_binder_rabbit_100to200_hotspot_1,4,4,-19.8 +/- 5.7,18,10.2 +/- 0.1,-44.9 +/- 5.9,-243.5 +/- 17.7,2.8 +/- 2.4,709.6 +/- 53.8,1642.4 +/- 58.7,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_1_cluster4.pdb
myosin_binder_rabbit_100to200_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347073-myosin_binder_rabbit_100to200_hotspot_1,6,5,-5.8 +/- 8.0,7,16.0 +/- 0.1,-45.0 +/- 8.4,-130.8 +/- 54.8,1.1 +/- 5.0,643.0 +/- 63.5,1559.7 +/- 115.2,0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_100to200_hotspot_1_cluster5.pdb
myosin_binder_rabbit_150to250_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347074-myosin_binder_rabbit_150to250_hotspot_1,6,0,-34.8 +/- 3.8,12,4.6 +/- 0.1,-50.7 +/- 5.3,-235.3 +/- 51.2,7.6 +/- 1.1,553.8 +/- 29.3,1689.1 +/- 23.9,-2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_1_cluster0.pdb
myosin_binder_rabbit_150to250_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347074-myosin_binder_rabbit_150to250_hotspot_1,3,1,-28.9 +/- 9.2,16,6.3 +/- 0.8,-47.5 +/- 4.3,-223.7 +/- 50.3,8.3 +/- 2.8,550.1 +/- 55.2,1641.8 +/- 31.2,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_1_cluster1.pdb
myosin_binder_rabbit_150to250_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347074-myosin_binder_rabbit_150to250_hotspot_1,1,2,-24.0 +/- 1.2,17,14.6 +/- 0.2,-50.3 +/- 11.5,-258.2 +/- 51.8,11.1 +/- 4.2,669.0 +/- 80.1,1620.6 +/- 60.9,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_1_cluster2.pdb
myosin_binder_rabbit_150to250_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347074-myosin_binder_rabbit_150to250_hotspot_1,7,3,-22.8 +/- 6.4,11,16.8 +/- 0.3,-50.1 +/- 5.5,-228.5 +/- 65.9,9.9 +/- 3.0,630.0 +/- 67.0,1616.2 +/- 77.6,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_1_cluster3.pdb
myosin_binder_rabbit_150to250_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347074-myosin_binder_rabbit_150to250_hotspot_1,5,4,-20.5 +/- 1.5,13,15.8 +/- 0.0,-47.0 +/- 3.7,-202.3 +/- 21.6,6.1 +/- 2.5,608.1 +/- 64.9,1683.2 +/- 80.4,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_1_cluster4.pdb
myosin_binder_rabbit_150to250_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347074-myosin_binder_rabbit_150to250_hotspot_1,9,5,-15.5 +/- 4.3,10,9.8 +/- 0.3,-43.9 +/- 2.5,-258.6 +/- 61.3,13.2 +/- 2.6,668.6 +/- 47.4,1642.6 +/- 30.0,0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_150to250_hotspot_1_cluster5.pdb
myosin_binder_rabbit_200to300_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347075-myosin_binder_rabbit_200to300_hotspot_1,5,0,-45.1 +/- 10.5,10,0.6 +/- 0.4,-60.6 +/- 9.0,-214.1 +/- 11.1,9.9 +/- 2.1,484.3 +/- 37.3,1893.7 +/- 97.0,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_1_cluster0.pdb
myosin_binder_rabbit_200to300_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347075-myosin_binder_rabbit_200to300_hotspot_1,1,1,-41.7 +/- 5.1,29,8.8 +/- 0.1,-38.5 +/- 8.7,-350.7 +/- 18.6,14.8 +/- 2.5,520.5 +/- 58.3,1754.0 +/- 79.6,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_1_cluster1.pdb
myosin_binder_rabbit_200to300_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347075-myosin_binder_rabbit_200to300_hotspot_1,4,2,-36.3 +/- 4.6,10,8.5 +/- 0.1,-61.4 +/- 3.2,-167.2 +/- 26.9,4.3 +/- 3.1,541.6 +/- 40.8,1785.8 +/- 78.3,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_1_cluster2.pdb
myosin_binder_rabbit_200to300_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347075-myosin_binder_rabbit_200to300_hotspot_1,6,3,-35.0 +/- 8.1,8,15.5 +/- 0.3,-30.1 +/- 5.6,-359.6 +/- 83.1,10.1 +/- 0.7,568.8 +/- 69.6,1685.5 +/- 89.4,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_1_cluster3.pdb
myosin_binder_rabbit_200to300_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347075-myosin_binder_rabbit_200to300_hotspot_1,2,4,-33.9 +/- 3.4,26,3.7 +/- 0.7,-39.5 +/- 8.5,-321.0 +/- 29.2,11.4 +/- 2.4,583.0 +/- 82.1,1776.8 +/- 53.7,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_1_cluster4.pdb
myosin_binder_rabbit_200to300_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347075-myosin_binder_rabbit_200to300_hotspot_1,10,5,-26.3 +/- 8.8,6,13.4 +/- 0.1,-28.0 +/- 7.3,-356.5 +/- 22.8,11.9 +/- 1.5,611.8 +/- 82.5,1670.8 +/- 108.7,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_200to300_hotspot_1_cluster5.pdb
myosin_binder_rabbit_250to350_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347076-myosin_binder_rabbit_250to350_hotspot_1,2,0,-56.6 +/- 4.3,23,11.3 +/- 0.1,-53.9 +/- 7.3,-366.1 +/- 9.8,18.8 +/- 1.3,517.2 +/- 61.8,2117.8 +/- 128.3,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_1_cluster0.pdb
myosin_binder_rabbit_250to350_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347076-myosin_binder_rabbit_250to350_hotspot_1,1,1,-55.9 +/- 6.2,27,8.2 +/- 0.3,-53.5 +/- 2.5,-360.2 +/- 35.1,19.8 +/- 2.3,498.7 +/- 46.3,2039.6 +/- 141.0,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_1_cluster1.pdb
myosin_binder_rabbit_250to350_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347076-myosin_binder_rabbit_250to350_hotspot_1,8,2,-30.2 +/- 8.2,6,13.3 +/- 0.2,-64.7 +/- 8.5,-260.6 +/- 35.1,17.9 +/- 2.6,686.6 +/- 60.5,1746.7 +/- 74.2,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_1_cluster2.pdb
myosin_binder_rabbit_250to350_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347076-myosin_binder_rabbit_250to350_hotspot_1,6,3,-24.0 +/- 1.5,8,14.7 +/- 0.3,-29.2 +/- 8.9,-353.4 +/- 80.0,21.0 +/- 2.1,548.4 +/- 88.3,1748.8 +/- 79.5,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_1_cluster3.pdb
myosin_binder_rabbit_250to350_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347076-myosin_binder_rabbit_250to350_hotspot_1,13,4,-15.9 +/- 9.8,4,14.1 +/- 0.1,-37.3 +/- 5.7,-295.1 +/- 28.4,19.9 +/- 0.5,605.2 +/- 47.2,1610.2 +/- 41.0,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_1_cluster4.pdb
myosin_binder_rabbit_250to350_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347076-myosin_binder_rabbit_250to350_hotspot_1,12,5,-10.3 +/- 8.5,4,6.8 +/- 0.0,-51.9 +/- 6.5,-123.8 +/- 25.0,5.3 +/- 1.3,611.3 +/- 45.7,1741.9 +/- 38.2,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_250to350_hotspot_1_cluster5.pdb
myosin_binder_rabbit_300to400_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347077-myosin_binder_rabbit_300to400_hotspot_1,5,0,-46.4 +/- 5.3,8,9.3 +/- 0.4,-43.8 +/- 2.1,-356.4 +/- 9.8,11.0 +/- 1.5,576.9 +/- 26.3,1775.4 +/- 56.8,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_1_cluster0.pdb
myosin_binder_rabbit_300to400_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347077-myosin_binder_rabbit_300to400_hotspot_1,4,1,-35.5 +/- 5.7,9,14.1 +/- 0.1,-50.2 +/- 1.8,-216.2 +/- 38.4,1.2 +/- 3.2,567.4 +/- 73.5,1671.6 +/- 62.5,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_1_cluster1.pdb
myosin_binder_rabbit_300to400_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347077-myosin_binder_rabbit_300to400_hotspot_1,2,2,-31.5 +/- 1.7,22,10.7 +/- 0.5,-51.0 +/- 3.9,-231.8 +/- 10.5,2.5 +/- 3.3,632.7 +/- 41.9,1746.7 +/- 98.1,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_1_cluster2.pdb
myosin_binder_rabbit_300to400_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347077-myosin_binder_rabbit_300to400_hotspot_1,1,3,-29.2 +/- 6.1,26,13.2 +/- 0.4,-46.8 +/- 1.6,-222.3 +/- 21.6,0.7 +/- 2.7,613.1 +/- 72.4,1713.0 +/- 102.0,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_1_cluster3.pdb
myosin_binder_rabbit_300to400_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347077-myosin_binder_rabbit_300to400_hotspot_1,7,4,-24.6 +/- 9.7,7,10.5 +/- 0.3,-38.3 +/- 3.9,-232.7 +/- 44.8,7.7 +/- 4.2,524.8 +/- 102.1,1614.8 +/- 56.4,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_1_cluster4.pdb
myosin_binder_rabbit_300to400_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347077-myosin_binder_rabbit_300to400_hotspot_1,3,5,-18.5 +/- 5.1,21,9.3 +/- 0.1,-50.5 +/- 4.7,-194.2 +/- 6.0,4.5 +/- 1.0,664.2 +/- 64.5,1722.8 +/- 69.7,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_300to400_hotspot_1_cluster5.pdb
myosin_binder_rabbit_350to450_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347078-myosin_binder_rabbit_350to450_hotspot_1,1,0,-35.8 +/- 6.8,28,16.3 +/- 0.2,-55.7 +/- 5.7,-187.3 +/- 16.7,8.8 +/- 1.7,485.6 +/- 47.2,1696.5 +/- 99.3,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_1_cluster0.pdb
myosin_binder_rabbit_350to450_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347078-myosin_binder_rabbit_350to450_hotspot_1,5,1,-32.2 +/- 10.9,11,1.7 +/- 1.2,-37.0 +/- 6.7,-276.9 +/- 57.8,1.7 +/- 4.3,584.6 +/- 95.0,1582.8 +/- 61.9,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_1_cluster1.pdb
myosin_binder_rabbit_350to450_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347078-myosin_binder_rabbit_350to450_hotspot_1,4,2,-27.9 +/- 5.9,12,15.5 +/- 0.3,-44.3 +/- 7.5,-258.0 +/- 17.8,10.3 +/- 3.4,576.5 +/- 48.4,1649.2 +/- 51.7,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_1_cluster2.pdb
myosin_binder_rabbit_350to450_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347078-myosin_binder_rabbit_350to450_hotspot_1,6,3,-24.6 +/- 9.7,9,14.7 +/- 0.1,-42.9 +/- 3.4,-209.7 +/- 33.9,3.2 +/- 3.2,570.6 +/- 68.8,1569.0 +/- 38.4,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_1_cluster3.pdb
myosin_binder_rabbit_350to450_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347078-myosin_binder_rabbit_350to450_hotspot_1,2,4,-24.5 +/- 3.1,27,14.2 +/- 0.1,-54.6 +/- 4.7,-167.4 +/- 19.3,7.6 +/- 0.8,559.8 +/- 61.3,1667.7 +/- 143.2,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_1_cluster4.pdb
