,Word,Frequency,POS
62383,groom,6,Verb
62384,campaign,6,Verb
62385,congeal,6,Verb
62386,rebound,6,Verb
62387,pioneer,6,Verb
62388,andy,6,Verb
62389,finger,6,Verb
62390,ail,6,Verb
62391,coach,6,Verb
62392,angeles,6,Verb
62393,boom,6,Verb
62394,bull,6,Verb
62395,dishearten,6,Verb
62396,louis,6,Verb
62397,contaminate,6,Verb
62398,carpet,6,Verb
62399,whisk,6,Verb
62400,canvass,6,Verb
62401,smuggle,6,Verb
62402,henry,6,Verb
62403,rhode,6,Verb
62404,dean,6,Verb
62405,disallow,6,Verb
62406,charter,6,Verb
62407,relegate,6,Verb
62408,famed,6,Verb
62409,bill,6,Verb
62410,demolish,6,Verb
62411,implement,6,Verb
62412,blunder,6,Verb
62413,overreach,6,Verb
62414,subsidize,6,Verb
62415,outlaw,6,Verb
62416,castro,6,Verb
62417,punch,6,Verb
62418,disinterested,6,Verb
62419,woo,6,Verb
62420,buck,6,Verb
62421,adequate,6,Verb
62422,gear,6,Verb
62423,usurp,6,Verb
62424,gun,6,Verb
62425,westward,6,Verb
62426,savor,6,Verb
62427,dismember,6,Verb
62428,misplace,6,Verb
62429,reaffirm,6,Verb
62430,rewrite,6,Verb
62431,capitalize,6,Verb
62432,forthcoming,6,Verb
62433,reorganize,6,Verb
62434,consolidate,6,Verb
62435,visualize,6,Verb
62436,rival,6,Verb
62437,white,6,Verb
62438,dabble,6,Verb
62439,transact,6,Verb
62440,devastate,6,Verb
62441,intimidate,6,Verb
62442,hedge,6,Verb
62443,strut,6,Verb
62444,cascade,6,Verb
62445,disintegrate,6,Verb
62446,superb,6,Verb
62447,cushion,6,Verb
62448,vie,6,Verb
62449,inexperienced,6,Verb
62450,straggle,6,Verb
62451,gavin,6,Verb
62452,cater,6,Verb
62453,extrapolate,6,Verb
62454,elisabeth,6,Verb
62455,enterprising,6,Verb
62456,key,6,Verb
62457,scoot,6,Verb
62458,prayer,6,Verb
62459,transcribe,6,Verb
62460,reclaim,6,Verb
62461,solace,6,Verb
62462,evaporate,6,Verb
62463,inculcate,6,Verb
62464,tender,6,Verb
62465,they'll,6,Verb
62466,mould,6,Verb
62467,transmute,6,Verb
62468,entrust,6,Verb
62469,totter,6,Verb
62470,proper,6,Verb
62471,scribe,6,Verb
62472,rifle,6,Verb
62473,above,6,Verb
62474,permeate,6,Verb
62475,butt,6,Verb
62476,batten,6,Verb
62477,timothy,6,Verb
62478,winter,6,Verb
62479,dramatize,6,Verb
62480,redecorate,6,Verb
62481,iodinate,6,Verb
62482,counter,6,Verb
62483,phone,6,Verb
62484,vend,6,Verb
62485,alleviate,6,Verb
62486,meter,6,Verb
62487,weather,6,Verb
62488,strap,6,Verb
62489,attune,6,Verb
62490,flag,6,Verb
62491,raid,6,Verb
62492,imbed,6,Verb
62493,crumple,6,Verb
62494,rev,6,Verb
62495,supreme,6,Verb
62496,exterminate,6,Verb
62497,alternate,6,Verb
62498,whiz,6,Verb
62499,doo,6,Verb
62500,rationalize,6,Verb
62501,dwarf,6,Verb
62502,commission,6,Verb
62503,stump,6,Verb
62504,taint,6,Verb
62505,waive,6,Verb
62506,palfrey,6,Verb
62507,clay,6,Verb
62508,hustle,6,Verb
62509,browse,6,Verb
62510,boy,6,Verb
62511,blanch,6,Verb
62512,tail,6,Verb
62513,rein,6,Verb
62514,claw,6,Verb
62515,seep,6,Verb
62516,adventure,6,Verb
62517,pillage,6,Verb
62518,reconstruct,6,Verb
62519,cram,6,Verb
62520,caper,6,Verb
62521,toe,6,Verb
62522,rearrange,6,Verb
62523,pocket,6,Verb
62524,scotland,6,Verb
62525,monitor,6,Verb
62526,pit,6,Verb
62527,misinterpret,6,Verb
62528,repulse,6,Verb
62529,rummage,6,Verb
62530,oxford,6,Verb
62531,plume,6,Verb
62532,crumble,6,Verb
62533,annex,6,Verb
62534,extricate,6,Verb
62535,pike,6,Verb
62536,plymouth,6,Verb
62537,converge,6,Verb
62538,macbeth,6,Verb
62539,pleasure,6,Verb
62540,adjudge,6,Verb
62541,unpack,6,Verb
62542,annihilate,6,Verb
62543,body,6,Verb
62544,barb,6,Verb
62545,appraise,6,Verb
62546,timber,6,Verb
62547,cave,6,Verb
62548,rinse,6,Verb
62549,elucidate,6,Verb
62550,seclude,6,Verb
62551,actuate,6,Verb
62552,improvise,6,Verb
62553,willingly,6,Verb
62554,launder,6,Verb
62555,refill,6,Verb
62556,scotty,6,Verb
62557,shrill,6,Verb
62558,nudge,6,Verb
62559,snore,6,Verb
62560,swathe,6,Verb
62561,mollie,6,Verb
62562,herd,6,Verb
62563,barbara,6,Verb
62564,hard,6,Verb
62565,wheedle,6,Verb
62566,myra,6,Verb
62567,pole,6,Verb
62568,hey,6,Verb
62569,disgrace,6,Verb
62570,reverberate,6,Verb
62571,stanley,6,Verb
62572,dead,6,Verb
62573,uprise,6,Verb
62574,flail,6,Verb
62575,teeth,6,Verb
62576,humor,6,Verb
62577,twitter,6,Verb
62578,tree,6,Verb
62579,purse,6,Verb
62580,brannon,6,Verb
62581,furl,6,Verb
62582,grey,6,Verb
62583,kitty,6,Verb
62584,enough,6,Verb
62585,fortune,6,Verb
62586,brand,6,Verb
62587,bobbie,6,Verb
62588,poverty,6,Verb
62589,tide,6,Verb
62590,rotten,6,Verb
62591,pet,6,Verb
62592,fume,6,Verb
62593,moreland,6,Verb
62594,perry,6,Verb
62595,happiness,6,Verb
62596,fairfax,6,Verb
62597,enscombe,6,Verb
62598,_i_,6,Verb
62599,entrap,6,Verb
62600,undervalue,6,Verb
62601,harbour,6,Verb
62602,distance,6,Verb
62603,deprecate,6,Verb
62604,hayter,6,Verb
62605,infuse,6,Verb
62606,alas,6,Verb
62607,:--,6,Verb
62608,delaford,6,Verb
62609,brethren,6,Verb
62610,leah,6,Verb
62611,reuben,6,Verb
62612,eliphaz,6,Verb
62613,tamar,6,Verb
62614,haste,6,Verb
62615,selleth,6,Verb
62616,gore,6,Verb
62617,bowl,6,Verb
62618,gate,6,Verb
62619,afterward,6,Verb
62620,rideth,6,Verb
62621,eliab,6,Verb
62622,elishama,6,Verb
62623,serveth,6,Verb
62624,longsuffering,6,Verb
62625,reproacheth,6,Verb
62626,edom,6,Verb
62627,proceedeth,6,Verb
62628,riblah,6,Verb
62629,meaneth,6,Verb
62630,bethhoron,6,Verb
62631,servant,6,Verb
62632,shiloh,6,Verb
62633,boaz,6,Verb
62634,reigneth,6,Verb
62635,abigail,6,Verb
62636,jezreel,6,Verb
62637,getteth,6,Verb
62638,sheba,6,Verb
62639,jehoshaphat,6,Verb
62640,humbleth,6,Verb
62641,shebna,6,Verb
62642,hilkiah,6,Verb
62643,jehoiakim,6,Verb
62644,nebuzaradan,6,Verb
62645,zephaniah,6,Verb
62646,seraiah,6,Verb
62647,gold,6,Verb
62648,huram,6,Verb
62649,mortal,6,Verb
62650,forsaketh,6,Verb
62651,filleth,6,Verb
62652,shineth,6,Verb
62653,departeth,6,Verb
62654,leaveth,6,Verb
62655,withholden,6,Verb
62656,executeth,6,Verb
62657,delighteth,6,Verb
62658,exalteth,6,Verb
62659,uttereth,6,Verb
62660,deceiveth,6,Verb
62661,hasting,6,Verb
62662,furbish,6,Verb
62663,raven,6,Verb
62664,deride,6,Verb
62665,esaias,6,Verb
62666,yonder,6,Verb
62667,devil,6,Verb
62668,hoe,6,Verb
62669,berry,6,Verb
62670,queer,6,Verb
62671,hasn,6,Verb
62672,discolour,6,Verb
62673,ruminate,6,Verb
62674,ting,6,Verb
62675,vaunt,6,Verb
62676,underneath,6,Verb
62677,bursal,6,Verb
62678,twas,6,Verb
62679,tattle,6,Verb
62680,carlo,6,Verb
62681,hood,6,Verb
62682,whelm,6,Verb
62683,throne,6,Verb
62684,steelkilt,6,Verb
62685,caulk,6,Verb
62686,scape,6,Verb
62687,caesars,6,Verb
62688,appeare,6,Verb
62689,reade,6,Verb
62690,confesse,6,Verb
62691,ore,6,Verb
62692,seene,6,Verb
62693,meete,6,Verb
62694,begge,6,Verb
62695,receiu,6,Verb
62696,drinke,6,Verb
62697,pol,6,Verb
62698,drowne,6,Verb
62699,repeal,5,Verb
62700,school,5,Verb
62701,centralize,5,Verb
62702,decry,5,Verb
62703,j.,5,Verb
62704,modernize,5,Verb
62705,conserve,5,Verb
62706,eugene,5,Verb
62707,k.,5,Verb
62708,a.,5,Verb
62709,proof,5,Verb
62710,tag,5,Verb
62711,black,5,Verb
62712,fourteen,5,Verb
62713,prod,5,Verb
62714,fete,5,Verb
62715,dec.,5,Verb
62716,baker,5,Verb
62717,we've,5,Verb
62718,embroider,5,Verb
62719,ban,5,Verb
62720,grove,5,Verb
62721,f.,5,Verb
62722,pattern,5,Verb
62723,adjourn,5,Verb
62724,bottle,5,Verb
62725,bank,5,Verb
62726,price,5,Verb
62727,retrench,5,Verb
62728,rebuff,5,Verb
62729,panel,5,Verb
62730,mellow,5,Verb
62731,lull,5,Verb
62732,dampen,5,Verb
62733,goad,5,Verb
62734,fake,5,Verb
62735,oust,5,Verb
62736,massachusetts,5,Verb
62737,birdie,5,Verb
62738,slice,5,Verb
62739,you'd,5,Verb
62740,tool,5,Verb
62741,glimpse,5,Verb
62742,thompson,5,Verb
62743,cape,5,Verb
62744,deter,5,Verb
62745,chin,5,Verb
62746,downtown,5,Verb
62747,redress,5,Verb
62748,code,5,Verb
62749,bay,5,Verb
62750,riddle,5,Verb
62751,dissent,5,Verb
62752,stipulate,5,Verb
62753,stake,5,Verb
62754,germany,5,Verb
62755,paste,5,Verb
62756,scallop,5,Verb
62757,handicap,5,Verb
62758,service,5,Verb
62759,molest,5,Verb
62760,atone,5,Verb
62761,addict,5,Verb
62762,counterbalance,5,Verb
62763,reunite,5,Verb
62764,cromwell,5,Verb
62765,satiate,5,Verb
62766,galvanize,5,Verb
62767,glimmer,5,Verb
62768,eleven,5,Verb
62769,rust,5,Verb
62770,discount,5,Verb
62771,pot,5,Verb
62772,override,5,Verb
62773,burma,5,Verb
62774,choreograph,5,Verb
62775,pale,5,Verb
62776,ellen,5,Verb
62777,et,5,Verb
62778,plump,5,Verb
62779,hinge,5,Verb
62780,catalogue,5,Verb
62781,nip,5,Verb
62782,holler,5,Verb
62783,vivify,5,Verb
62784,becalm,5,Verb
62785,concoct,5,Verb
62786,log,5,Verb
62787,cohere,5,Verb
62788,extenuate,5,Verb
62789,revere,5,Verb
62790,nurture,5,Verb
62791,epitomize,5,Verb
62792,foreknow,5,Verb
62793,repudiate,5,Verb
62794,misuse,5,Verb
62795,orbit,5,Verb
62796,emancipate,5,Verb
62797,harrow,5,Verb
62798,splice,5,Verb
62799,obtrude,5,Verb
62800,dam,5,Verb
62801,cart,5,Verb
62802,blister,5,Verb
62803,faber,5,Verb
62804,scotch,5,Verb
62805,you've,5,Verb
62806,grass,5,Verb
62807,bag,5,Verb
62808,pan,5,Verb
62809,past,5,Verb
62810,barbecue,5,Verb
62811,sauce,5,Verb
62812,petition,5,Verb
62813,roof,5,Verb
62814,reverend,5,Verb
62815,crystallize,5,Verb
62816,matriculate,5,Verb
62817,entrench,5,Verb
62818,cement,5,Verb
62819,keen,5,Verb
62820,fruit,5,Verb
62821,munch,5,Verb
62822,idle,5,Verb
62823,empower,5,Verb
62824,pilot,5,Verb
62825,cup,5,Verb
62826,insect,5,Verb
62827,nowadays,5,Verb
62828,sap,5,Verb
62829,monopolize,5,Verb
62830,brew,5,Verb
62831,con,5,Verb
62832,dick,5,Verb
62833,outgrow,5,Verb
62834,tabulate,5,Verb
62835,falsify,5,Verb
62836,mirror,5,Verb
62837,depose,5,Verb
62838,snelling,5,Verb
62839,stereotype,5,Verb
62840,kitten,5,Verb
62841,course,5,Verb
62842,scurry,5,Verb
62843,imbue,5,Verb
62844,pepper,5,Verb
62845,page,5,Verb
62846,aerate,5,Verb
62847,exile,5,Verb
62848,sick,5,Verb
62849,hump,5,Verb
62850,wyoming,5,Verb
62851,exhilarate,5,Verb
62852,hypothesize,5,Verb
62853,polarize,5,Verb
62854,disprove,5,Verb
62855,re-examine,5,Verb
62856,stabilize,5,Verb
62857,conciliate,5,Verb
62858,infuriate,5,Verb
62859,grovel,5,Verb
62860,outwit,5,Verb
62861,glower,5,Verb
62862,interpenetrate,5,Verb
62863,wreak,5,Verb
62864,ruffle,5,Verb
62865,invert,5,Verb
62866,arbitrate,5,Verb
62867,hawkins,5,Verb
62868,gesture,5,Verb
62869,blight,5,Verb
62870,plato,5,Verb
62871,conjoin,5,Verb
62872,enroll,5,Verb
62873,reprobate,5,Verb
62874,group,5,Verb
62875,enumerate,5,Verb
62876,treasure,5,Verb
62877,consign,5,Verb
62878,kin,5,Verb
62879,window,5,Verb
62880,slowly,5,Verb
62881,cruel,5,Verb
62882,mercer,5,Verb
62883,tone,5,Verb
62884,reread,5,Verb
62885,crackle,5,Verb
62886,presage,5,Verb
62887,fawn,5,Verb
62888,assuage,5,Verb
62889,discourse,5,Verb
62890,breath,5,Verb
62891,shakespeare,5,Verb
62892,adams,5,Verb
62893,telegraph,5,Verb
62894,meted,5,Verb
62895,ray,5,Verb
62896,malraux,5,Verb
62897,disconnect,5,Verb
62898,forlorn,5,Verb
62899,pursuant,5,Verb
62900,correlate,5,Verb
62901,deploy,5,Verb
62902,obligate,5,Verb
62903,length,5,Verb
62904,congregate,5,Verb
62905,spiral,5,Verb
62906,clot,5,Verb
62907,fig.,5,Verb
62908,mate,5,Verb
62909,simulate,5,Verb
62910,inscribe,5,Verb
62911,speech,5,Verb
62912,bargain,5,Verb
62913,cod,5,Verb
62914,campbell,5,Verb
62915,overbear,5,Verb
62916,manchester,5,Verb
62917,butcher,5,Verb
62918,mutilate,5,Verb
62919,prune,5,Verb
62920,gloat,5,Verb
62921,irradiate,5,Verb
62922,over,5,Verb
62923,angle,5,Verb
62924,laura,5,Verb
62925,topple,5,Verb
62926,wreathe,5,Verb
62927,em,5,Verb
62928,fame,5,Verb
62929,craze,5,Verb
62930,brain,5,Verb
62931,cousin,5,Verb
62932,flirt,5,Verb
62933,styka,5,Verb
62934,intertwine,5,Verb
62935,embellish,5,Verb
62936,bulk,5,Verb
62937,abel,5,Verb
62938,linda,5,Verb
62939,cradle,5,Verb
62940,whoever,5,Verb
62941,loud,5,Verb
62942,shayne,5,Verb
62943,fun,5,Verb
62944,wobble,5,Verb
62945,swish,5,Verb
62946,befit,5,Verb
62947,distant,5,Verb
62948,buoy,5,Verb
62949,wiggle,5,Verb
62950,daze,5,Verb
62951,self,5,Verb
62952,bide,5,Verb
62953,dab,5,Verb
62954,pulse,5,Verb
62955,proffer,5,Verb
62956,penny,5,Verb
62957,enemy,5,Verb
62958,spear,5,Verb
62959,sour,5,Verb
62960,matsuo,5,Verb
62961,splinter,5,Verb
62962,spencer,5,Verb
62963,darn,5,Verb
62964,martin,5,Verb
62965,welch,5,Verb
62966,mistrust,5,Verb
62967,demur,5,Verb
62968,gorge,5,Verb
62969,abbey,5,Verb
62970,pleasant,5,Verb
62971,mad,5,Verb
62972,dawdle,5,Verb
62973,_must_,5,Verb
62974,bristol,5,Verb
62975,decipher,5,Verb
62976,damp,5,Verb
62977,rue,5,Verb
62978,mamma,5,Verb
62979,loiter,5,Verb
62980,shill,5,Verb
62981,jenning,5,Verb
62982,allenham,5,Verb
62983,fetter,5,Verb
62984,dissemble,5,Verb
62985,compasseth,5,Verb
62986,repenteth,5,Verb
62987,ringstraked,5,Verb
62988,famish,5,Verb
62989,takest,5,Verb
62990,guiltless,5,Verb
62991,sacrificeth,5,Verb
62992,perverteth,5,Verb
62993,unleavened,5,Verb
62994,therewith,5,Verb
62995,pertaineth,5,Verb
62996,appertain,5,Verb
62997,og,5,Verb
62998,void,5,Verb
62999,wive,5,Verb
63000,teareth,5,Verb
63001,fourscore,5,Verb
63002,kedesh,5,Verb
63003,carmel,5,Verb
63004,ehud,5,Verb
63005,gideon,5,Verb
63006,gaal,5,Verb
63007,dealeth,5,Verb
63008,wayfaring,5,Verb
63009,elkanah,5,Verb
63010,ahimelech,5,Verb
63011,achish,5,Verb
63012,thither,5,Verb
63013,mahanaim,5,Verb
63014,telleth,5,Verb
63015,succour,5,Verb
63016,ziba,5,Verb
63017,uriah,5,Verb
63018,ittai,5,Verb
63019,thinketh,5,Verb
63020,amasa,5,Verb
63021,ahijah,5,Verb
63022,maachah,5,Verb
63023,jezebel,5,Verb
63024,ariseth,5,Verb
63025,jehoram,5,Verb
63026,shallum,5,Verb
63027,assyria,5,Verb
63028,rezin,5,Verb
63029,joah,5,Verb
63030,amon,5,Verb
63031,mizpah,5,Verb
63032,oversee,5,Verb
63033,ornan,5,Verb
63034,joel,5,Verb
63035,stablished,5,Verb
63036,zerubbabel,5,Verb
63037,darius,5,Verb
63038,travaileth,5,Verb
63039,wandereth,5,Verb
63040,remembereth,5,Verb
63041,contemn,5,Verb
63042,flattereth,5,Verb
63043,ceaseth,5,Verb
63044,rase,5,Verb
63045,ravish,5,Verb
63046,perverse,5,Verb
63047,rage,5,Verb
63048,leviathan,5,Verb
63049,ransom,5,Verb
63050,appeareth,5,Verb
63051,swaddle,5,Verb
63052,prophesieth,5,Verb
63053,wheresoever,5,Verb
63054,capernaum,5,Verb
63055,quickeneth,5,Verb
63056,caesarea,5,Verb
63057,joppa,5,Verb
63058,ephesus,5,Verb
63059,sirs,5,Verb
63060,yoke,5,Verb
63061,bridle,5,Verb
63062,madrid,5,Verb
63063,epaminondas,5,Verb
63064,overjoy,5,Verb
63065,dublin,5,Verb
63066,mustn,5,Verb
63067,butter,5,Verb
63068,wriggle,5,Verb
63069,unroll,5,Verb
63070,weren,5,Verb
63071,sate,5,Verb
63072,macian,5,Verb
63073,solemn,5,Verb
63074,fate,5,Verb
63075,splutter,5,Verb
63076,comrades,5,Verb
63077,.*,5,Verb
63078,sha,5,Verb
63079,carol,5,Verb
63080,lads,5,Verb
63081,huzzaing,5,Verb
63082,maurice,5,Verb
63083,unbar,5,Verb
63084,desist,5,Verb
63085,returne,5,Verb
63086,nigh,5,Verb
63087,thrice,5,Verb
63088,eddy,5,Verb
63089,capsize,5,Verb
63090,intermit,5,Verb
63091,dat,5,Verb
63092,apprise,5,Verb
63093,fedallah,5,Verb
63094,prelude,5,Verb
63095,scaped,5,Verb
63096,thence,5,Verb
63097,hymn,5,Verb
63098,paradise,5,Verb
63099,ope,5,Verb
63100,kisse,5,Verb
63101,perceiue,5,Verb
63102,ile,5,Verb
63103,passe,5,Verb
63104,himselfe,5,Verb
63105,halfe,5,Verb
63106,preuent,5,Verb
63107,withall,5,Verb
63108,vpon,5,Verb
63109,vnfold,5,Verb
63110,giuing,5,Verb
63111,ant,5,Verb
63112,feele,5,Verb
63113,cinna,5,Verb
63114,hauing,5,Verb
63115,messala,5,Verb
63116,saue,5,Verb
63117,horatio,5,Verb
63118,kinde,5,Verb
63119,guild,5,Verb
63120,promis,5,Verb
63121,performe,5,Verb
63122,macd,5,Verb
63123,outmode,4,Verb
63124,l.,4,Verb
63125,jan.,4,Verb
63126,gov.,4,Verb
63127,cuba,4,Verb
63128,revamp,4,Verb
63129,prince,4,Verb
63130,defray,4,Verb
63131,misconstrue,4,Verb
63132,outgo,4,Verb
63133,plunder,4,Verb
63134,forswear,4,Verb
63135,power,4,Verb
63136,economize,4,Verb
63137,tuesday,4,Verb
63138,kansas,4,Verb
63139,evacuate,4,Verb
63140,portland,4,Verb
63141,nab,4,Verb
63142,robinson,4,Verb
63143,pete,4,Verb
63144,casey,4,Verb
63145,letter,4,Verb
63146,royal,4,Verb
63147,hamper,4,Verb
63148,net,4,Verb
63149,uncork,4,Verb
63150,triple,4,Verb
63151,rout,4,Verb
63152,helen,4,Verb
63153,sidle,4,Verb
63154,denver,4,Verb
63155,honeymoon,4,Verb
63156,suburbs,4,Verb
63157,holiday,4,Verb
63158,masquerade,4,Verb
63159,paralyze,4,Verb
63160,communist,4,Verb
63161,outrun,4,Verb
63162,fuel,4,Verb
63163,disband,4,Verb
63164,exempt,4,Verb
63165,affiliate,4,Verb
63166,infest,4,Verb
63167,task,4,Verb
63168,lucky,4,Verb
63169,gin,4,Verb
63170,export,4,Verb
63171,inadequate,4,Verb
63172,haggle,4,Verb
63173,pester,4,Verb
63174,aj,4,Verb
63175,inlay,4,Verb
63176,vienna,4,Verb
63177,update,4,Verb
63178,oct.,4,Verb
63179,enthral,4,Verb
63180,precise,4,Verb
63181,christmas,4,Verb
63182,snub,4,Verb
63183,spangle,4,Verb
63184,duplicate,4,Verb
63185,materialize,4,Verb
63186,premier,4,Verb
63187,neutralize,4,Verb
63188,e.g.,4,Verb
63189,underestimate,4,Verb
63190,verse,4,Verb
63191,unprecedented,4,Verb
63192,zero,4,Verb
63193,bench,4,Verb
63194,ted,4,Verb
63195,battle,4,Verb
63196,glut,4,Verb
63197,catapult,4,Verb
63198,atlanta,4,Verb
63199,b.,4,Verb
63200,glen,4,Verb
63201,tackle,4,Verb
63202,redouble,4,Verb
63203,unify,4,Verb
63204,africa,4,Verb
63205,havana,4,Verb
63206,swap,4,Verb
63207,peddle,4,Verb
63208,behoove,4,Verb
63209,future,4,Verb
63210,purloin,4,Verb
63211,bolster,4,Verb
63212,expedite,4,Verb
63213,ration,4,Verb
63214,consummate,4,Verb
63215,purr,4,Verb
63216,moon,4,Verb
63217,lavish,4,Verb
63218,pressure,4,Verb
63219,wider,4,Verb
63220,sizzle,4,Verb
63221,sterilize,4,Verb
63222,squirm,4,Verb
63223,recapture,4,Verb
63224,downgrade,4,Verb
63225,underscore,4,Verb
63226,senator,4,Verb
63227,dial,4,Verb
63228,ghost,4,Verb
63229,belated,4,Verb
63230,augur,4,Verb
63231,dose,4,Verb
63232,mollify,4,Verb
63233,liquidate,4,Verb
63234,bomb,4,Verb
63235,mess,4,Verb
63236,abet,4,Verb
63237,dub,4,Verb
63238,prokofieff,4,Verb
63239,encumber,4,Verb
63240,ingratiate,4,Verb
63241,erode,4,Verb
63242,word,4,Verb
63243,squeal,4,Verb
63244,tense,4,Verb
63245,stalin,4,Verb
63246,police,4,Verb
63247,jag,4,Verb
63248,chamber,4,Verb
63249,unsheathe,4,Verb
63250,rollick,4,Verb
63251,outdistance,4,Verb
63252,upgrade,4,Verb
63253,hans,4,Verb
63254,map,4,Verb
63255,loop,4,Verb
63256,bruit,4,Verb
63257,systematize,4,Verb
63258,excommunicate,4,Verb
63259,trumpet,4,Verb
63260,channing,4,Verb
63261,arraign,4,Verb
63262,flock,4,Verb
63263,romans,4,Verb
63264,and/or,4,Verb
63265,sixty,4,Verb
63266,fellowship,4,Verb
63267,imprint,4,Verb
63268,nantucket,4,Verb
63269,edwin,4,Verb
63270,reborn,4,Verb
63271,hearest,4,Verb
63272,refrigerate,4,Verb
63273,pulsate,4,Verb
63274,solder,4,Verb
63275,piece,4,Verb
63276,reassemble,4,Verb
63277,rough,4,Verb
63278,domed,4,Verb
63279,tar,4,Verb
63280,duke,4,Verb
63281,pickle,4,Verb
63282,simmer,4,Verb
63283,mountains,4,Verb
63284,relive,4,Verb
63285,entwine,4,Verb
63286,baste,4,Verb
63287,sponge,4,Verb
63288,stitch,4,Verb
63289,notch,4,Verb
63290,interlock,4,Verb
63291,shimmer,4,Verb
63292,coerce,4,Verb
63293,shabby,4,Verb
63294,calibrate,4,Verb
63295,sheep,4,Verb
63296,accentuate,4,Verb
63297,pinpoint,4,Verb
63298,itemize,4,Verb
63299,formalize,4,Verb
63300,sheet,4,Verb
63301,unveil,4,Verb
63302,corrugate,4,Verb
63303,team,4,Verb
63304,tick,4,Verb
63305,pulverize,4,Verb
63306,birth,4,Verb
63307,hudson,4,Verb
63308,port,4,Verb
63309,canada,4,Verb
63310,ice,4,Verb
63311,bin,4,Verb
63312,extreme,4,Verb
63313,thieve,4,Verb
63314,befuddle,4,Verb
63315,teeter,4,Verb
63316,ooze,4,Verb
63317,efface,4,Verb
63318,decant,4,Verb
63319,perpetrate,4,Verb
63320,accede,4,Verb
63321,table,4,Verb
63322,case,4,Verb
63323,emanate,4,Verb
63324,ski,4,Verb
63325,roads,4,Verb
63326,hopkins,4,Verb
63327,bridget,4,Verb
63328,underline,4,Verb
63329,scamper,4,Verb
63330,streets,4,Verb
63331,ingest,4,Verb
63332,fluctuate,4,Verb
63333,insulate,4,Verb
63334,chair,4,Verb
63335,unleash,4,Verb
63336,ridge,4,Verb
63337,blindfold,4,Verb
63338,constrict,4,Verb
63339,unconcerned,4,Verb
63340,spike,4,Verb
63341,latch,4,Verb
63342,environ,4,Verb
63343,degenerate,4,Verb
63344,derange,4,Verb
63345,mere,4,Verb
63346,deviate,4,Verb
63347,agonize,4,Verb
63348,boot,4,Verb
63349,corrode,4,Verb
63350,eclipse,4,Verb
63351,christen,4,Verb
63352,co-operate,4,Verb
63353,nag,4,Verb
63354,ann,4,Verb
63355,punctuate,4,Verb
63356,fromm,4,Verb
63357,hearst,4,Verb
63358,trevelyan,4,Verb
63359,sherman,4,Verb
63360,lewis,4,Verb
63361,shamble,4,Verb
63362,bray,4,Verb
63363,prostitute,4,Verb
63364,harp,4,Verb
63365,gorton,4,Verb
63366,patient,4,Verb
63367,virtue,4,Verb
63368,burne,4,Verb
63369,brief,4,Verb
63370,voltaire,4,Verb
63371,toll,4,Verb
63372,remarry,4,Verb
63373,ferret,4,Verb
63374,kornbluth,4,Verb
63375,youth,4,Verb
63376,patchen,4,Verb
63377,deface,4,Verb
63378,island,4,Verb
63379,loan,4,Verb
63380,lens,4,Verb
63381,outstrip,4,Verb
63382,enthrone,4,Verb
63383,salvage,4,Verb
63384,paragraph,4,Verb
63385,reimburse,4,Verb
63386,remit,4,Verb
63387,sharpe,4,Verb
63388,countless,4,Verb
63389,enamel,4,Verb
63390,dialyze,4,Verb
63391,emaciate,4,Verb
63392,arrow,4,Verb
63393,layer,4,Verb
63394,conjugate,4,Verb
63395,mouse,4,Verb
63396,decompose,4,Verb
63397,p,4,Verb
63398,circumscribe,4,Verb
63399,**zg,4,Verb
63400,disentangle,4,Verb
63401,diverge,4,Verb
63402,eden,4,Verb
63403,desegregate,4,Verb
63404,unaffected,4,Verb
63405,oscillate,4,Verb
63406,shred,4,Verb
63407,intone,4,Verb
63408,ambush,4,Verb
63409,mild,4,Verb
63410,restorative,4,Verb
63411,fiber,4,Verb
63412,vouch,4,Verb
63413,jumble,4,Verb
63414,meanwhile,4,Verb
63415,billow,4,Verb
63416,chortle,4,Verb
63417,curtain,4,Verb
63418,twig,4,Verb
63419,snuggle,4,Verb
63420,outface,4,Verb
63421,jab,4,Verb
63422,lather,4,Verb
63423,steel,4,Verb
63424,portend,4,Verb
63425,sire,4,Verb
63426,moonlight,4,Verb
63427,sugar,4,Verb
63428,bankrupt,4,Verb
63429,andrei,4,Verb
63430,attire,4,Verb
63431,regale,4,Verb
63432,fabled,4,Verb
63433,mustn't,4,Verb
63434,next,4,Verb
63435,pal,4,Verb
63436,bust,4,Verb
63437,scrawl,4,Verb
63438,cackle,4,Verb
63439,sad,4,Verb
63440,proud,4,Verb
63441,muddy,4,Verb
63442,careen,4,Verb
63443,drizzle,4,Verb
63444,downstairs,4,Verb
63445,pauling,4,Verb
63446,babble,4,Verb
63447,forebode,4,Verb
63448,grok,4,Verb
63449,grokked,4,Verb
63450,dissect,4,Verb
63451,ekstrohm,4,Verb
63452,sheer,4,Verb
63453,goin,4,Verb
63454,flinch,4,Verb
63455,chirp,4,Verb
63456,bait,4,Verb
63457,tom,4,Verb
63458,curt,4,Verb
63459,cake,4,Verb
63460,deaf,4,Verb
63461,roebuck,4,Verb
63462,lou,4,Verb
63463,how,4,Verb
63464,cheap,4,Verb
63465,budge,4,Verb
63466,bale,4,Verb
63467,herr,4,Verb
63468,char,4,Verb
63469,pimpled,4,Verb
63470,crimson,4,Verb
